M_1,M_2,mu,tan_beta,M_3,At,Ab,Atau,mA,mqL3,mtR,mbR,DM_relic_density
-517.94464,882.94806,1141.9171,29.940357,3634.477,-1913.3158,103.05763,1312.6486,3615.7969,2981.774,3108.9023,4322.262,1.4747630091074988
-1322.8756,1753.8307,429.4673,51.20389,2794.1902,-4076.2988,1291.1138,1375.5518,4498.704,2002.732,4944.1763,3940.404,-3.623091713575933
-1765.4061,143.81917,759.33606,33.41876983642578,3156.4617,-3053.4797,768.68024,1186.7522,2057.2634,3082.0556640625,4297.0283203125,3009.57958984375,-7.338538192352283
1071.707,-1095.8993,113.87561,8.341267585754395,3217.3496,6401.167,48.515125,-1905.5936,1723.6982,2752.1279296875,4763.7958984375,4949.24853515625,-5.657853533630724
643.3615,676.668,1644.743,30.071362,1263.2148,4366.2744,1403.6545,393.43964,2473.3115,2133.891,2286.1191,3315.4111,0.5364933705145685
1.1429679,636.64355,-490.9819,48.46357727050781,3362.7844,-3611.3572,1599.2855,951.6542,4060.6123,4529.15673828125,3873.26708984375,3383.7958984375,9.913437883389296
-960.07825,-1012.01624,1598.456,37.809658,1888.798,1083.3953,-1314.9722,567.24054,2332.6663,2727.907,2951.6553,2139.4995,0.9400072584914712
890.60974,1442.1053,936.3326,39.23977,3254.187,4822.752,-1445.0656,-219.16362,3980.4714,2174.394,2305.9568,4973.35,-0.5058380822549516
-923.1157,108.91593,-194.89757,3.906670808792114,1825.9608,7444.0264,106.1271,469.43723,696.71533,4435.09912109375,3024.703125,4903.873046875,-7.487573747526151
-937.1563,1440.2986,-1694.5045,23.647884,4272.231,7911.039,385.16708,-801.5656,934.6443,3381.9316,3419.7202,3436.0662,1.275362800412609
1404.5518,-1952.0927,-142.11667,47.14487075805664,2135.0469,974.43835,-725.7272,-1159.002,1436.2732,3515.8115234375,4763.248046875,3494.80322265625,-5.444499915462253
1180.5466,-1994.8904,-625.45795,38.05547332763672,2715.0647,7057.035,1053.2201,927.2188,2121.695,3712.491455078125,4137.291015625,4010.664306640625,-2.882403557380297
576.87103,-1833.4241,691.1133,39.350567,4502.5234,-1656.6104,502.8429,-672.10516,3783.3474,2002.574,3587.3086,3574.1797,0.4054651081081644
128.06618,-1224.7314,-844.2476,10.366806983947754,3828.3809,5417.2583,-875.23645,289.55814,4638.241,4025.734619140625,3765.9130859375,4293.48046875,1.0952733905921412
-1599.6504,-933.9613,-443.68893,20.716642379760746,1551.7236,-6230.586,-790.4828,-1499.1803,2831.406,4823.02099609375,3750.226806640625,4512.52001953125,-3.4420193286849616
-370.78894,-1513.0508,-1870.4089,45.2939338684082,3535.896,4547.0815,1790.6742,-1398.4247,4910.918,4718.9248046875,4388.845703125,4040.378662109375,2.1656192685434577
-1064.055,-1064.4851,-1190.3508,36.54410171508789,3471.7065,-7292.6733,-168.07188,20.530724,2201.3442,2652.8046875,2532.669677734375,4102.09375,-4.7083109709763855
-1474.099,-160.56721,124.73551,35.40981,4369.5933,-5759.0396,-874.27747,-144.87013,1957.2941,4548.297,2836.2861,4118.4214,-5.799192659460859
-493.47433,-1500.0559,-1631.8605,37.111595153808594,3921.961,7637.011,1140.3757,-364.78473,4869.85,4908.0654296875,3515.267578125,2517.673095703125,1.9726911796912945
1310.6969,1281.103,1198.8683,35.916595458984375,3291.6824,-1202.3003,631.4066,-809.6529,723.5262,3562.982177734375,4887.97265625,4573.986328125,-2.1892563768203517
1694.0388,-462.96423,1789.3241,22.364267,4143.3613,-3634.1096,-1267.8103,940.3171,4079.8174,2474.0806,4635.944,4161.3857,-4.694001399694707
1106.2556,1047.0953,1642.1727,14.606328,4192.5605,-7564.4077,-16.04669,1257.211,1063.3391,2541.2393,4753.7925,2799.177,-2.8455896151242714
-1875.8748,289.75848,-1064.3818,14.549924850463867,3001.8557,1691.4784,-1220.7897,-1137.8646,3199.637,3955.08349609375,4157.0810546875,3810.018310546875,-5.983496339200671
741.72876,-223.32336,1850.2046,44.37460708618164,4997.273,-3662.6729,440.73236,-1051.9843,3496.0874,3672.23046875,4316.7646484375,2174.24853515625,-6.101279386406215
1220.3314,-287.42822,-1008.3193,29.653341,3576.8123,7077.4023,1023.63354,-692.72974,1003.9053,3619.73,4379.212,2605.1558,-5.632392478569528
406.08713,-1152.3116,1187.2035,19.43475341796875,4194.9053,6656.9253,1113.6946,76.20598,2797.4934,4275.98486328125,3118.47119140625,4464.07373046875,1.4255150375933898
-872.2692,1642.7405,1219.0325,36.48152160644531,3122.6711,5394.1885,1586.3635,-1124.9357,3829.9338,2416.793701171875,3344.733154296875,4328.1767578125,1.8931119433807513
-175.18515,1818.7869,-1102.4242,29.88409423828125,3847.426,-1046.2374,-1390.6299,-116.82607,1866.9249,4346.439453125,2519.263427734375,4562.126953125,1.3376291741201163
275.6191,-546.60986,174.85997,38.89126205444336,4426.4453,-4333.9204,630.116,461.5115,2285.8726,2544.684326171875,3160.16943359375,2287.750732421875,-5.129418845515986
-1394.995,-1802.2317,-268.66403,59.770187,3603.5244,-7044.3164,-1199.535,-858.6354,2495.0417,4575.8545,4496.9004,3606.2976,-4.268697949366878
-275.40042,938.896,-338.7708,19.024097,4451.844,-7128.603,1425.7257,-1286.7043,489.1023,4720.805,4674.89,4968.839,-3.387294476493164
1546.0299,-1206.4275,-371.29666,33.134453,1888.6158,1986.5046,206.92189,1912.8531,1466.4166,3803.9312,2644.4575,4887.94,-3.8350619642920174
-1596.2583,980.22656,-513.96564,19.40939,3898.475,-7035.7197,180.53983,842.86487,1506.7079,4955.3364,4957.0903,4695.8633,-3.3438723150428857
1442.2954,588.17004,-693.9359,46.27271,1900.3837,6873.7554,-185.77979,822.7805,1522.0897,2889.2976,3319.325,2360.1775,-4.500810170663849
-1696.1559,-444.7656,-1217.347,39.7835693359375,1294.4655,1998.0596,214.29303,-33.338665,1762.1425,2346.298095703125,3615.802490234375,3813.54931640625,-4.784296812743243
1970.2922,827.5706,-800.8575,34.821815490722656,4014.6355,521.44965,696.36,-1513.5575,955.0678,3882.093505859375,3623.411376953125,2659.465087890625,-3.2570970431070037
-402.2619,-1400.6937,-448.57523,44.516212,1209.7542,2999.9763,-1738.5839,1022.3064,1482.6415,4971.5366,4974.4824,3292.5425,-1.305636458102436
1938.6387,951.2564,155.6921,20.216476440429688,4550.721,-5942.3145,-169.34239,-1874.6777,4798.256,4829.6259765625,3356.303466796875,4751.857421875,-5.3882421017263304
-1044.9663,1900.5076,-465.26422,23.21510124206543,4702.5083,-3843.0703,-259.53503,1257.093,3599.64,4859.77734375,4200.90673828125,3133.07177734375,-3.4265152263262273
580.47186,-302.31937,-121.673065,55.17091751098633,3551.8782,1315.1392,182.22318,1515.9851,2383.118,4912.61865234375,2868.046142578125,3175.729736328125,-5.465553267323926
374.9591,1107.1969,1498.9038,28.772566,4338.256,-2054.5417,235.8557,394.47217,2648.3503,3254.563,3793.43,3119.9646,1.763017000362401
1664.221,215.20663,870.13446,52.8602,2342.2659,1050.8054,-437.18195,267.58228,2014.3336,2722.0046,4810.128,4631.969,-6.571283042360924
1492.6912,995.1834,692.2785,47.872864,2247.3223,3169.661,216.53043,506.83737,3429.7412,4082.67,2520.3098,3120.5535,-2.808423175248997
1188.0496,911.6697,-525.16113,52.28884506225586,1018.3137,-3922.2014,-1433.4252,1518.7991,2704.9836,4100.33203125,4512.701171875,4958.7109375,-3.3495540960378536
273.0158,193.92894,-1463.9625,31.293346,3689.2812,-1921.8082,85.956505,-1331.5985,1621.7472,4269.676,2662.7368,2903.0547,-6.750751530172472
1221.1921,-1334.0101,-82.2193,18.738998,1827.7318,44.216747,-1711.2703,439.73984,2582.5952,3989.7002,2145.9858,3426.8362,-6.3144284337044025
699.68054,1670.531,-1360.7156,52.99961,2387.1155,-1653.2882,-774.3645,234.27809,3813.3438,2749.5767,3457.4038,3894.2617,1.8594181177018698
1440.4147,532.1153,-1058.8975,41.302006,2222.8054,-1093.6117,-1121.995,-880.8503,1828.5996,2838.8743,2138.5923,3851.9783,-4.8171265479117364
-132.40308,-1949.3937,1596.163,32.572517,4631.747,2441.9573,-540.1952,1056.2732,3726.145,3012.2979,4537.087,4054.1577,2.255493485460195
-1225.0208,-1569.3962,1823.6826,20.14701461791992,4243.499,1660.1792,48.55948,1216.2833,3583.0393,3766.954833984375,3812.726806640625,2907.381103515625,2.587764049568675
-125.803856,1391.3638,1593.4304,43.627422,1327.8153,6947.245,1983.572,-1124.3811,4161.3174,2840.445,2271.021,2937.654,2.388762789235098
1468.4851,124.17462,507.3958,8.162477493286133,3823.0664,4860.0693,-1735.3322,-1070.7562,3208.4014,2606.205078125,4022.560546875,4071.048583984375,-7.682112539440728
-1988.7562,-1497.1494,293.38394,54.88842391967773,4055.2454,-3325.987,-1119.5105,28.897974,4746.501,2697.8125,2903.298828125,3098.634521484375,-4.179902444934943
387.0019,-1405.8047,-330.6059,7.9146442,4483.394,-7656.945,1878.9834,-101.05896,4130.234,4237.2534,4821.5015,2805.3198,-3.750754857832024
-1437.5085,1505.3605,122.08869,13.146903038024902,4586.0107,2575.7727,-1745.73,966.4093,2796.5894,2641.44140625,3192.966064453125,2991.56396484375,-5.956097429937447
-1320.4625,-1068.1923,-1100.3704,36.708614,3225.868,-7409.4077,-1635.0704,-240.40337,3577.1604,3581.378,2832.32,4376.541,-2.4901202168408876
417.6582,1202.5918,867.7954,38.81007766723633,3695.1533,-6281.357,49.398468,-1432.4781,2107.9553,4824.34033203125,3045.402099609375,2568.99560546875,0.8960880440193766
-29.569517,1433.1016,1238.8555,53.476097,4321.1294,5699.2456,323.03436,583.12134,3670.1082,2538.6208,3013.0918,4393.0044,6.52795791762255
469.70544,-1971.8035,1816.7155,54.16829681396485,4590.704,-6720.778,1217.2349,1111.8727,4298.4463,3424.50634765625,4042.540283203125,3363.422119140625,2.141241969480915
1821.8894,443.9385,438.10754,22.15675544738769,4497.253,-344.04666,-1509.2726,440.7096,4913.8193,3763.642822265625,2572.56494140625,3164.913818359375,-4.5853675226077355
-1105.1902,-1792.7323,133.63393,31.629944,4665.8306,7755.0986,743.2272,-1740.5676,1047.9211,2898.518,4829.987,3075.385,-5.40145812546755
-652.25854,445.52106,-1719.9711,19.845121383666992,3915.699,6124.421,-1172.3372,1749.161,1852.0239,3115.2705078125,3489.191162109375,4391.65673828125,-5.165536225146548
611.444,-1143.886,1266.0553,5.051268100738525,1100.4049,-6087.777,-554.25336,-1450.6095,3992.672,3653.919921875,3631.339599609375,2985.660888671875,1.796747045533181
-998.329,-380.6735,858.7605,16.627712,2345.522,-1055.7104,-1393.3759,646.2552,3652.2332,4035.554,2941.166,3013.4202,-5.075173815233827
-597.4675,1024.4437,-529.6117,38.7623,4011.4683,-4838.953,1473.8967,-420.59982,2496.9473,2355.2913,4918.287,2573.285,-2.954590330222816
907.8337,139.09502,1324.9282,34.520466,1999.2035,3166.4167,-1844.7737,-987.3533,962.3888,2027.0195,4736.417,3357.132,-7.395515629817131
-1224.7006,381.23615,-490.00473,42.949673,1784.2916,-7369.9927,1337.56,329.42212,3866.0327,2692.9705,3871.4414,3640.2476,-5.310389947782306
1487.5809,562.64307,374.00912,47.17866134643555,2881.5632,-6928.72,1879.9851,-690.0124,2680.8625,2077.72607421875,3497.091796875,4948.31640625,-4.154094604402799
-1322.5399,577.97485,866.7782,31.51415061950684,3158.6838,-2558.6038,994.714,841.9673,4871.6978,2618.333251953125,3259.52783203125,4406.275390625,-4.635629363977728
-3.2989743,251.25337,-542.6668,17.607933044433594,3221.492,-5485.2886,1465.5043,929.8038,1486.6332,4020.82958984375,4704.42822265625,3267.239990234375,8.785692444451245
-664.1373,537.68353,398.30667,33.526206970214844,2525.1829,7329.837,1192.3926,1363.5038,757.4974,3706.2451171875,2122.1875,2979.170654296875,-5.219506146157795
130.76459,92.32709,-1529.5651,20.771337509155277,3515.7136,-1733.9009,-788.9214,-829.8145,1747.804,2485.857177734375,3818.8671875,4370.69580078125,-8.11841707474679
926.7653,967.4357,-524.9267,47.56370544433594,3012.0566,6391.168,587.8859,-1034.876,994.18677,3320.85498046875,4253.66259765625,3995.224609375,-4.2474957471348835
1155.024,158.72363,-847.4564,50.77477645874024,2228.6482,7748.6357,-1532.183,-1537.1881,3526.5122,4523.3955078125,3629.9638671875,4079.619873046875,-7.130898855558472
1.7743161,-132.72447,1712.9465,14.39337158203125,4597.485,-6946.2847,-67.32879,1960.3861,2533.4033,3673.68310546875,3452.6826171875,4265.4658203125,12.774223335915433
465.70496,1807.0574,-1075.3535,21.93349,1928.0964,7844.5386,1739.8174,-1392.281,4411.781,3933.8706,2367.168,4734.2847,1.3402504226184837
-1136.5353,1946.8151,1602.1658,39.61729049682617,4882.1484,-3625.7998,1535.034,1593.169,892.2176,2436.14990234375,3002.060546875,4544.49853515625,1.2149127104055404
461.41956,-1319.0013,1291.6499,31.902977,1867.2574,1307.6072,-746.7484,1214.5544,4555.5396,2457.315,4860.3003,3527.8574,1.5912739418064292
-1321.8956,-1538.2057,1344.1936,34.053772,2338.6096,-3250.7944,1504.4232,1711.6757,3786.441,2344.2825,4521.5527,2015.7936,-0.7339691750802004
841.68494,-967.704,-1810.8955,51.461475,4879.3286,-5918.186,240.20093,493.56192,4177.1787,3078.459,2439.7566,2266.4478,2.258633205464863
-1065.1105,-915.92163,1010.78314,6.587942600250244,2985.2788,-3347.3484,9.237654,-1657.6044,2834.7825,4605.302734375,4129.21337890625,4900.71044921875,-3.116770576770623
179.12065,1218.103,1871.1454,11.407411575317385,3336.6943,-6247.5586,1964.2117,-715.2346,3495.5369,4244.1728515625,4402.73388671875,2703.407958984375,2.259677584018892
-999.51935,1437.354,1676.3281,27.47375869750977,3939.8552,-1422.4,-1599.7815,-841.7234,4002.0076,3067.58740234375,4534.00439453125,4572.0205078125,2.3887627542378747
-576.1031,-520.0506,-1637.8651,29.291552,1186.8335,-4085.7585,1269.6943,1119.8093,2321.1313,4786.61,3054.25,2720.6997,-4.29768548624013
693.2162,1783.4058,612.96783,51.548996,1640.1215,-22.956081,-1227.3734,-330.93552,4861.1147,4273.156,3994.6775,2571.764,-2.8473122684357177
-666.4739,-852.5231,-606.40125,28.792229,1544.4551,6792.3945,441.44122,-1366.0328,4579.093,4903.9287,4460.5005,4886.407,-2.698595042331455
-894.6263,1632.2784,1683.8859,56.323887,2612.3054,-7530.5664,1489.1721,1320.2576,4216.421,4957.2803,2450.4883,2557.548,2.2710944259026746
1355.742,-1812.8196,866.7189,33.235740661621094,3395.8586,-1321.9407,-1291.0138,1272.7026,2131.186,3934.95458984375,2416.586181640625,2702.63916015625,-2.2256240259188593
-1342.554,1092.9155,1059.5377,26.0076847076416,4141.039,-3277.2678,1306.11,587.5205,4477.553,2814.2265625,3131.914306640625,3447.10693359375,-2.4001979160780165
-1419.3525,1551.4774,-1118.5286,15.58682346343994,3079.2473,3074.67,125.18784,476.7446,3828.134,4963.13134765625,2556.613037109375,2440.18798828125,-1.7778565654698246
-806.80365,1258.8516,551.16223,52.27949,1184.36,-6991.4316,-1842.0084,1458.2406,2572.5938,4780.678,3865.0676,4109.427,-3.191747157479948
918.71326,1329.4434,925.29803,29.41969871520996,2390.3762,4682.7803,232.99449,25.712284,4906.9897,4312.48095703125,3957.762939453125,3762.555419921875,-1.3019531583407298
-563.39703,1136.8228,-969.7712,15.574601,1258.3876,-4748.993,-1000.81573,162.12437,1219.9238,2701.8765,2589.8735,3051.9048,-1.1239300966523995
-190.96771,691.56396,-666.16473,36.17086410522461,1792.9524,5204.642,-1937.1422,-1392.8894,3583.4382,2267.7216796875,3824.113037109375,2406.791748046875,0.45107565276918893
1804.0498,-1723.3986,-1111.3938,49.402042,3426.0725,-5068.084,-1923.8694,1640.4662,1487.3573,2981.4165,3564.3142,3789.1338,-1.9038089730366778
1416.9895,779.8847,946.3182,43.27835464477539,3804.371,6972.729,1852.0852,-1812.675,3352.2224,4731.34521484375,4784.7314453125,3874.665771484375,-3.9845936945777503
-296.18497,1639.0302,1971.7367,39.774353,3122.7563,312.70743,-509.432,648.0102,4373.7275,2738.6907,3823.0283,4606.0103,2.252343876557299
-420.85248,779.96405,-525.5135,9.062957,4855.487,7516.527,118.39918,1075.308,1620.0519,2499.8408,4603.9043,4865.1973,-0.008032171697264267
-1991.5428,1117.4695,-575.4671,39.020325,4676.081,-4878.7144,-1181.1504,743.0989,3014.4644,4215.5776,3980.0962,4267.753,-3.1820618517454844
-1481.0496,197.67783,475.46896,56.87532,2523.8196,5601.8667,-709.1316,779.0244,3250.6,3224.845,4854.482,3015.8696,-6.7422408405045635
1772.031,1316.9059,391.64456,35.07234191894531,3034.806,5747.0684,-424.2226,1259.8547,1298.7697,4764.3828125,3537.7685546875,3919.75048828125,-3.8212686398462616
-1310.1542,-1710.1683,777.12225,20.239192962646484,2930.4133,3766.7798,-1262.2635,1951.5225,3669.8655,3651.36572265625,4547.4130859375,4593.9716796875,-2.424752720906764
-1589.5294,582.7808,501.49893,23.898983,4018.553,4063.5813,-1923.7379,-117.87609,4196.996,3569.464,3591.9294,2071.3599,-3.892220378131966
-1004.17633,-1088.9672,-1668.5846,21.88335,4292.9727,770.2826,1406.1095,-531.4325,2051.0237,4174.2505,4698.306,2983.5947,-1.9310215365615626
-400.35483,-983.0803,615.372,10.008695,2550.9043,7575.4946,1856.7626,-199.0323,1619.2755,2862.3296,2730.258,2033.094,0.2851789422336624
27.229897,-1975.9641,-1375.8892,47.58261489868164,2927.155,1830.0806,-1174.922,-1534.4283,2956.566,2590.47802734375,4624.39599609375,3549.48095703125,7.3264656138403215
217.01724,1213.7268,-1938.6857,24.02530097961425,4199.963,-1472.9739,1783.1526,-711.39215,4431.2124,4562.00390625,3332.750244140625,4027.14697265625,2.259677584018892
1273.0006,570.5811,971.1504,21.057812,1896.3698,1104.4336,207.25285,1485.2367,754.0419,4027.4758,2118.2295,3342.8503,-4.718338884093729
1050.1307,-1113.9832,466.42938,22.745972,4244.211,-3634.2395,818.05176,-1319.363,4928.4067,2345.381,4176.709,3983.2065,-3.426515189646445
56.087917,-639.78644,553.96313,47.25599,2186.5012,7077.1655,1155.5276,1417.0154,2917.186,2646.4941,2858.011,3931.9897,1.9358598132018117
-1918.5529,1907.4543,-115.16566,7.5626435,2815.319,6954.9785,1499.0562,-1477.5881,1233.8118,4054.123,2285.1868,2427.6333,-6.049093659944618
891.5055,-116.037,-392.71957,44.54606628417969,3022.2002,6292.0054,-225.71434,-1847.1356,1341.9767,4183.287109375,4254.072265625,2229.825927734375,-7.476916475456674
1776.0614,1451.3293,325.3296,12.245953559875488,1900.6254,-7034.9077,1293.0455,-1725.4703,3838.9526,3607.984619140625,4289.14111328125,4608.330078125,-4.166915271400149
-351.97836,1456.5559,722.5171,7.443901062011719,3968.2112,5073.9717,1362.0408,1249.4495,4539.642,2033.6153564453125,4165.57421875,4846.1474609375,0.6780335572728561
-696.3919,-1621.803,-115.917816,31.745758,2890.3608,-7806.8774,-236.43555,-1944.6971,2900.0496,4252.641,3230.8774,4226.218,-5.518964037663659
1047.769,919.13776,-181.72783,17.738325,1261.4154,1066.2161,752.905,-852.158,2813.3738,4500.808,3917.811,2617.405,-5.070385298502029
-451.46387,546.71,-493.79245,59.204617,2155.6301,-2040.0939,718.3349,1209.5654,4985.51,4643.3716,2811.8547,3842.3564,-1.6502599069543553
-1360.7045,576.2519,-92.059845,42.713398,1306.8032,4373.123,-1788.4364,-1571.6382,486.39783,4655.514,3872.6597,3651.6482,-5.975591197951692
1308.6185,1503.3451,-1641.6642,45.95138168334961,3089.8936,-1103.7516,1147.5382,-798.2206,2986.156,2798.5576171875,4938.60595703125,4809.05712890625,-0.09871595293936541
-1099.6433,-907.22894,-332.0976,56.78993606567383,2572.9685,-1631.2803,1413.4297,612.03015,2153.9534,2948.73291015625,3586.9287109375,3105.759765625,-3.9220733467002535
736.0181,1019.1552,-1331.0775,44.805355,3188.9133,-2042.5187,-329.6912,-1085.2241,2395.1013,3714.3997,2654.2234,4644.3784,1.791759469228055
1031.7057,-1181.076,148.04143,56.07635116577149,4662.685,-3962.494,717.7818,801.4979,2662.8184,4618.33251953125,2653.921142578125,2244.74853515625,-5.364457216080403
1085.7131,-377.6795,-1195.8118,38.67257,1744.8085,-1981.4198,-1150.3065,-761.507,3207.7976,4011.5396,3844.3474,2739.164,-5.097828505798633
1414.0308,1839.5884,1488.7028,34.970398,2217.5942,1812.8965,561.58276,-1885.201,2538.6548,2316.7524,4820.9746,4380.9146,-0.9493305859523552
1894.247,-339.85556,1863.5862,34.3419075012207,2478.799,-4796.1665,-1338.9635,1101.8777,1325.0931,3075.359619140625,2236.6552734375,4485.86279296875,-5.288367074644453
723.9631,-727.1146,528.43823,57.170418,2429.9556,4453.5913,-521.1774,-1800.3578,2845.6003,3056.919,3737.46,4324.711,-3.291446517703036
4.168769,396.82745,-741.54956,11.352052688598633,3254.636,-3854.9548,1293.224,-1319.5793,2548.783,3887.747802734375,2814.776123046875,3703.773193359375,8.691146498539675
-1549.3394,-1761.0756,1175.9368,45.696907,2897.7214,7471.1553,-942.7451,-1303.4642,4328.508,4476.968,3318.125,3169.4568,-1.6144504542576446
-1767.2501,-1696.251,-745.99426,43.79413604736328,3956.6284,2845.2183,639.47485,-723.4346,4282.241,3123.41357421875,3631.461181640625,4659.31591796875,-2.4973841726027386
-1552.4015,729.47125,-89.272415,30.925434,4975.263,-7221.4043,36.58196,-1462.9316,3690.2415,4611.883,4997.8335,4311.7173,-6.003537128342251
675.70685,815.59174,-569.93243,27.057859420776367,1502.0347,-341.47046,-407.9129,-374.54605,613.84,3782.430419921875,2740.93310546875,4824.68212890625,-3.30225741161748
-647.34235,970.14996,1242.1979,21.022459030151367,3874.554,-6026.2056,-1972.9097,-772.77014,4340.291,4714.33349609375,3154.04931640625,2950.787109375,1.722766580711205
-356.1072,-1924.6976,123.29582,35.86266,3157.2444,4041.644,-935.6138,-1235.5898,3786.2117,3014.2485,4343.183,3732.331,-5.226927370461364
-791.30383,-1643.2195,1758.9924,41.192684,4466.8984,7995.1245,-757.60004,-349.27237,1267.2343,3230.4592,2100.8005,2755.2146,1.4422019930581866
-1695.1215,-250.1972,275.18988,59.008182525634766,2819.6877,-7313.906,753.86115,-823.5434,551.81104,3874.404052734375,3684.583740234375,3469.2724609375,-6.214608050924743
-1816.3888,-981.1324,-97.607506,26.098875045776367,2729.0894,1634.0018,674.3451,71.68383,1898.9967,2797.622802734375,3245.15673828125,4577.232421875,-5.747734338408926
509.20804,1921.3224,1467.31,7.840165138244629,1108.0505,4106.8423,242.15268,-269.7541,2166.0017,4164.69189453125,4987.5390625,4024.89208984375,1.8357763516028058
1082.1542,343.17477,-668.2158,47.80411,4109.9116,7002.459,585.8595,1489.8379,3080.3904,4782.2764,2408.371,3769.0002,-5.657853542767801
-1198.1309,1796.5964,1087.6187,8.50775146484375,4514.9624,3171.6614,-697.7333,-79.48678,2226.8855,3308.546630859375,3627.56494140625,2233.277099609375,-3.5899395178128333
746.2221,-1753.5002,1110.3536,55.429447,2037.3523,2719.8218,154.14038,-335.01324,4618.562,3322.9297,2050.1826,2997.586,1.7439688053917064
-1480.3556,375.4403,-422.30627,7.702420711517334,2109.5337,2648.7747,-1309.4247,1005.05664,3098.7935,4484.40283203125,3614.636962890625,4286.81787109375,-5.106045471745419
-1087.5908,1502.5228,-1120.5736,33.106014,3788.7212,5851.853,1467.1537,-778.23553,3015.685,4390.0776,2849.1643,2645.0354,-0.4636240222816965
-959.0494,-1686.1483,1249.3356,56.70929718017578,3585.46,5215.489,1193.6191,790.28986,4810.4546,3464.357177734375,3444.446044921875,2117.523193359375,1.9080598909654856
566.9429,641.6421,-159.93784,50.01694488525391,2159.567,3337.277,406.64853,173.31349,4285.3716,3160.92236328125,4040.503662109375,4446.50244140625,-5.215816162928669
-864.0193,1154.9622,-361.19272,20.909357,4857.7095,7461.874,1000.7537,-1568.9706,4144.0312,3369.5083,2538.5012,3657.774,-3.9738984091462335
1728.4026,-600.6258,595.59424,37.32637786865234,1189.1422,4851.326,1354.1467,988.1352,4495.7803,3141.56494140625,2578.1044921875,4383.9306640625,-3.6230917380205363
1066.1127,-1718.8698,110.89136,39.858524322509766,4281.009,3633.4392,493.07007,-1442.7646,4239.257,4163.0400390625,4308.564453125,4649.56787109375,-5.792613707661046
1091.801,809.563,-720.77594,16.082653,4399.0938,2535.1409,1019.4326,-489.29852,4383.048,2120.2444,3889.6758,2390.3516,-2.9798589243977007
-1711.5758,728.3839,806.5657,12.087402,2115.597,-6564.132,45.01734,1133.5708,3544.0754,4806.799,4344.1797,2054.3958,-3.8350619642920174
-1612.5507,464.14194,-977.9963,58.04811,1480.1007,-4345.053,566.63135,-704.3652,3230.0532,2134.2578,3580.2249,3104.3633,-5.070385298502029
-32.67868,-1931.3563,-1455.4895,41.351387,1154.5219,-4704.8994,-179.21619,568.1551,1496.8236,4888.004,3328.733,4866.8193,6.517671272912275
-1210.6725,-1978.1353,-244.86736,24.528738,1324.6388,-5090.2695,1021.92395,1732.6554,3183.3445,2513.158,2822.9087,3216.15,-4.509860006183766
-506.23953,-1461.571,-1858.1296,4.2745485,4996.912,-6788.824,-557.0728,1711.455,2723.8071,4991.8433,3037.682,2720.931,2.388762789235098
-171.09244,377.22333,721.44714,4.276885509490967,1063.279,7438.5225,-1239.3026,-279.87613,4033.129,2492.527099609375,3116.29248046875,2022.509765625,0.7701082614325027
882.8764,1086.3625,-1655.376,10.247281,4245.528,-5946.5645,-975.5025,120.09189,4179.581,3820.0784,4860.379,2163.202,2.3005830903233724
399.20248,-1844.8059,-1680.635,59.48199462890625,1269.2604,2739.3467,-88.24266,-399.6179,3307.6145,2669.5205078125,2768.98095703125,2504.857421875,1.9572738969296473
-46.006226,-571.62805,-1955.6041,17.227283477783203,2553.2424,-2498.656,1948.1244,1579.8417,4310.418,3442.410888671875,4162.79296875,3240.4306640625,4.186619884710568
-1624.538,-1342.5808,962.4076,6.5424857,4787.5977,-3337.4482,-1940.0502,1203.2345,1488.4685,3907.099,4472.3765,2116.907,-2.2072749131897207
871.3176,1321.1766,1233.8457,9.70329475402832,1815.1473,-3084.4768,-1253.8997,-1172.6465,2992.3008,2023.1767578125,2489.841552734375,3362.86962890625,1.8916048214588446
1125.4508,-1976.5251,-121.2447,11.115924835205078,1500.186,7696.9,1980.4476,-96.126526,3581.901,2754.062255859375,2987.746337890625,2763.1572265625,-5.871018375432115
666.51764,970.9422,646.6063,54.1817741394043,4613.2764,-3662.0334,-1094.0288,-293.3246,4650.787,3729.612548828125,2442.80419921875,4640.287109375,-2.355985839415847
1392.0582,320.7544,105.696785,18.35032081604004,1844.6334,7719.965,-286.88168,-768.11554,2908.9495,4381.408203125,3357.18798828125,4599.39306640625,-5.769922274438438
-1761.8003,-1769.5272,1513.6216,38.980224609375,4290.0703,4769.629,1764.0162,-1128.8969,4932.0615,3048.123291015625,3031.165283203125,4623.64892578125,-1.231001491410891
-580.71936,-530.2975,1990.9529,19.29684066772461,3039.1025,1398.077,507.5246,533.9046,1616.5126,3803.193359375,2972.971923828125,3460.16943359375,-4.135166509244907
1410.745,1282.0825,872.68195,49.952903747558594,3184.9795,6832.609,1415.2283,-1048.0941,3283.68,2832.00146484375,3452.5458984375,4991.91552734375,-2.3402869761469036
721.97235,-880.4626,1258.5433,49.28335952758789,4863.1533,-105.85412,-1623.2544,1813.334,2533.276,2404.873046875,4266.33642578125,3896.310302734375,1.754403718983308
-108.53178,1255.4952,-610.23206,20.722376,1032.4481,7529.2583,-853.8611,-1203.1664,3966.6484,2870.3667,3602.3533,2919.4626,2.468099531471619
-195.84508,-1210.169,638.6475,39.55119323730469,1856.4657,6750.8833,1210.2603,1628.0918,2840.4438,2395.271484375,4975.40771484375,2365.626708984375,0.3435896807173099
